Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail,Веб-сайт 1,Веб-сайт 2,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,Viber 1,Viber 2,Telegram,YouTube,Широта,Долгота,2GIS URL
"Мама наготовила. Сёма, ешь",кулинария,Кулинарии; Кафе-кондитерские; Пекарни; Кондитерские изделия,"Краснополянская улица, 3",1 этаж,610050,,Октябрьский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+03:00,1.9,6,89195121058,,,,,,,https://vk.com/mama_nagotovila_43,https://wa.me/79195121058,,,,,,58.601723,49.576401,https://2gis.com/firm/70000001064469736
Островок,кафе,Быстрое питание; Рюмочные,"улица Пугачёва, 3а",1 этаж,610014,Дружба м-н,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,,,,,,,,,,,,,,,,,58.582499,49.624765,https://2gis.com/firm/70000001006763886
На горке,кафе,Быстрое питание; Бары,"улица Андрея Упита, 3",1 этаж,610050,Красная горка м-н,Октябрьский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 07:00-22:00; Вт: 07:00-22:00; Ср: 07:00-22:00; Чт: 07:00-22:00; Пт: 07:00-22:00; Сб: 07:00-22:00; Вс: 07:00-22:00,+03:00,2.2,5,88332461665,88332522142,,,,,,,,,,,,,58.606816,49.591388,https://2gis.com/firm/8163302605590706
Terrace,ресторан,Банкетные залы; Рестораны,"Профсоюзная улица, 23",1 этаж,610004,,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,4.5,17,88003010824,,,,http://bliss-terrace.ru/,,,https://vk.com/terrace_restaurant,,,,,https://t.me/+79531379092,,58.615476,49.677387,https://2gis.com/firm/70000001024246906
Глобус 60-е,кофейня,Кофейни; Кафе-кондитерские,"улица Карла Либкнехта, 67",1 этаж,610020,,Октябрьский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,1.9,9,88332459700,,,,,,,,,,,,,,58.604836,49.664689,https://2gis.com/firm/8163302605702950
Альфа,ресторан,Рестораны; Банкетные залы; Организация и проведение праздников; Доставка готовых блюд; Бары,"Московская улица, 129а",1 этаж,610033,,Октябрьский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 07:00-23:00; Вт: 07:00-23:00; Ср: 07:00-23:00; Чт: 07:00-23:00; Пт: 07:00-23:00; Сб: 07:00-23:00; Вс: 07:00-23:00,+03:00,4.1,11,88332252020 (ресторан),88332252000 (ресепшен отеля),,,http://alphakirov.ru,,,https://vk.com/alphakirov,https://wa.me/79229502020,,viber://chat/?number=79229502020,,,,58.603177,49.622848,https://2gis.com/firm/70000001017333166
Clever,кафе,Кафе,"улица Калинина, 24",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-23:00,+03:00,2.0,5,88332206106,89642506106,,,,,,https://vk.com/cafeclever,,,,,,,58.552913,50.032695,https://2gis.com/firm/70000001042665792
"Мама наготовила. Сёма, ешь",кулинария,Кулинарии; Кафе-кондитерские; Кондитерские изделия; Пекарни,"улица Некрасова, 44а",,610014,Дружба м-н,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+03:00,3.3,9,89195121058,,,,,,,https://vk.com/mama_nagotovila_43,https://wa.me/79195121058,,,,,,58.581904,49.630232,https://2gis.com/firm/70000001059825536
Кафе,,Кафе,"улица Братьев Васнецовых, 8",,610932,,,,Киров городской округ,Кировская область,Россия,Пн: 07:30-23:00; Вт: 07:30-23:00; Ср: 07:30-23:00; Чт: 07:30-23:00; Пт: 07:30-23:00; Сб: 07:30-02:00; Вс: 07:30-02:00,+03:00,,,,,,,,,,,,,,,,,58.525121,49.801302,https://2gis.com/firm/70000001019603843
Белорусский кормилец,кафе,Кафе,"проспект Россия, 32",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-21:00,+03:00,5.0,3,88336122432,,,,,,,https://vk.com/beloruskormilec,,,,,,,58.544795,50.043755,https://2gis.com/firm/70000001054558706
Кабачок,кафе,Быстрое питание; Рюмочные,"Центральная улица, 1а",,613118,,,,Слободской район,Кировская область,Россия,Пн: 06:30-17:00; Вт: 06:30-17:00; Ср: 06:30-17:00; Чт: 06:30-17:00; Пт: 06:30-17:00; Сб: 06:30-17:00; Вс: 06:30-17:00,+03:00,1.0,1,88336237185,,,,,,,https://vk.com/slob_raipo,,,,,,,58.635421,49.836173,https://2gis.com/firm/8163303605985186
Микс,кафе,Кафе,"Солнечная улица, 1",,613117,,,,Слободской район,Кировская область,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-01:00; Сб: 09:00-01:00; Вс: 09:00-23:00,+03:00,5.0,1,88332446346,,,,,,,,,,,,,,58.679759,49.815016,https://2gis.com/firm/70000001048367824
"Мама наготовила. Сёма, ешь",кулинария,Кулинарии; Кафе-кондитерские; Пекарни; Кондитерские изделия,"Октябрьский проспект, 59",1 этаж,610006,,Октябрьский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+03:00,,,89195121058,,,,,,,https://vk.com/mama_nagotovila_43,https://wa.me/79195121058,,,,,,58.625773,49.644737,https://2gis.com/firm/70000001067959637
"Уралочка, кафе",,Кафе; Бары,"улица Карла Маркса, 3а",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,Пн: 06:00-20:00; Вт: 06:00-20:00; Ср: 06:00-20:00; Чт: 06:00-20:00; Пт: 06:00-20:00; Сб: 06:00-20:00; Вс: 06:00-20:00,+03:00,2.0,2,88336146309,,,,,,,,,,,,,,58.552319,50.03421,https://2gis.com/firm/70000001039155753
"Мама наготовила. Сёма, ешь",кулинария,Кулинарии; Кафе-кондитерские; Пекарни; Кондитерские изделия,"Московская улица, 17",1 этаж,610020,Исторический центр,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+03:00,2.2,4,89195121058,,,,,,,https://vk.com/mama_nagotovila_43,https://wa.me/79195121058,,,,,,58.603838,49.67714,https://2gis.com/firm/70000001059837411
Клайм,кафе,Быстрое питание,"Профсоюзная улица, 4",1 этаж,610004,Исторический центр,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+03:00,,,,,,,,,,,,,,,,,58.615252,49.681927,https://2gis.com/firm/70000001007367869
Латунка,кафе,Рюмочные,"переулок Дружбы, 6",1 этаж,610016,ОЦМ м-н,Октябрьский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 07:00-21:00; Вт: 07:00-21:00; Ср: 07:00-21:00; Чт: 07:00-21:00; Пт: 07:00-21:00; Сб: 07:00-21:00; Вс: 07:00-21:00,+03:00,,,,,,,,,,,,,,,,,58.635403,49.625813,https://2gis.com/firm/70000001023267530
T-Rex,кафе,Быстрое питание,"улица Талица, 50/3",,610902,Слобода Талица,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+03:00,,,88332468292,89128268292,,,http://юркинпарк.рф/kafe/yurkiny-pelmeni,,,,,,,,,,58.613512,49.782465,https://2gis.com/firm/70000001063918574
Кафе,,Быстрое питание,"Октябрьский проспект, 147Б/3",,610017,,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,,,89123781816,,,,,,,,,,,,,,58.589019,49.656885,https://2gis.com/firm/70000001065140929
Гаштет,рестобар,Кафе; Бары,"улица Алексея Некрасова, 2",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-01:00; Сб: 09:00-01:00; Вс: 09:00-22:00,+03:00,,,88332442040,,,,,,,,,,,,,,58.537108,50.024984,https://2gis.com/firm/70000001039146983
Рыба-Пила,загородный комплекс,Рестораны; Банкетные залы; Гостиницы; Пляжи / Зоны пляжного отдыха; Аренда беседок,"территория Центр культурного отдыха, 2",,610040,,,,Слободской район,Кировская область,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,3.2,44,88332477760,,,,,,,https://vk.com/ribapilakirov,,,,,,,58.666364,49.640416,https://2gis.com/firm/70000001006980261
"Мама наготовила. Сёма, ешь",кулинария,Кулинарии; Кафе-кондитерские; Пекарни; Кондитерские изделия,"улица Воровского, 58",1 этаж,610035,Мининский м-н,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+03:00,1.0,1,89195121058,,,,,,,https://vk.com/mama_nagotovila_43,https://wa.me/79195121058,,,,,,58.593215,49.64239,https://2gis.com/firm/70000001059825520
Бахтинское,пивной бар,Бары; Кафе,"Юбилейная улица, 24",,610914,,,,Киров городской округ,Кировская область,Россия,Пн: 07:00-22:00; Вт: 07:00-22:00; Ср: 07:00-22:00; Чт: 07:00-22:00; Пт: 07:00-22:00; Сб: 07:00-22:00; Вс: 07:00-22:00,+03:00,,,,,,,,,,,,,,,,,58.613473,49.410307,https://2gis.com/firm/8163302605588963
Жемчужина,кафе,Кафе,"трасса Киров-Котельнич, 10",,613612,,,Киров,Киров городской округ,Кировская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,,,89127176542,,,,,,,,,,,,,,58.768049,49.489967,https://2gis.com/firm/70000001067198922
Вкусно — и точка,,Быстрое питание; Доставка готовых блюд,"улица Воровского, 100а",,610021,Юго-Запад м-н,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 07:00-23:00; Вт: 07:00-23:00; Ср: 07:00-23:00; Чт: 07:00-23:00; Пт: 07:00-23:00; Сб: 07:00-23:00; Вс: 07:00-23:00,+03:00,3.1,37,88332203790,,,,http://vkusnoitochka.ru,,,https://vk.com/vkusno_itochka,,,,,https://t.me/vit_russia,,58.596721,49.607591,https://2gis.com/firm/8163302605671774
Мираж,кафе,Кафе,"Набережная улица, 7",,613641,,,,Юрьянский район,Кировская область,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-01:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+03:00,3.8,4,89128222265,,,,,,,,,,,,,,58.734685,49.457874,https://2gis.com/firm/8163303605984731
Сытый Енот,кафе,Кафе; Доставка готовых блюд,"Трактовая улица, 58",,,,,,Слободской район,Кировская область,Россия,Пн: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,5.0,1,89091320043,,,,,,,https://vk.com/club188878301,https://wa.me/79091320043,,,,,,58.717837,50.134671,https://2gis.com/firm/70000001054560167
Грандес,кафе,Кафе; Банкетные залы,"Школьная улица, 12а",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,,,89229530202,,,,,,,https://vk.com/grandes01,,,,,,,58.533416,50.031876,https://2gis.com/firm/70000001054557926
Каприз,кафе,Кафе,"улица Ленина, 4",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,Пн: 11:00-21:00; Вт: 11:00-21:00; Ср: 11:00-21:00; Чт: 11:00-21:00; Пт: 11:00-02:00; Сб: 11:00-02:00,+03:00,,,88336125344,89536838811,,,,,,https://vk.com/kafekapriz,,,,,,,58.532825,50.021635,https://2gis.com/firm/70000001039155759
